Land-use ID
100  100 !nx, ny
   71     97      3
   71     98      3
   71     99      3
   71    100      3
   72      1      1
   72      2      1
   72      3      1
   72      4      1
   72      5      1
   72      6      1
   72      7      1
   72      8      1
   72      9      1
   72     10      1
   72     11      1
   72     12      1
   72     13      1
   72     14      1
   72     15      1
   72     16      1
   72     17      1
   72     18      1
   72     19      1
   72     20      1
   72     21      1
   72     22      1
   72     23      1
   72     24      1
   72     25      1
   72     26      1
   72     27      1
   72     28      1
   72     29      1
   72     30      1
   72     31      1
   72     32      1
   72     33      1
   72     34      2
   72     35      2
   72     36      2
   72     37      2
   72     38      2
   72     39      2
   72     40      2
   72     41      2
   72     42      2
   72     43      2
   72     44      2
   72     45      2
   72     46      2
   72     47      2
   72     48      2
   72     49      2
   72     50      2
   72     51      2
   72     52      2
   72     53      2
   72     54      2
   72     55      2
   72     56      2
   72     57      2
   72     58      2
   72     59      2
   72     60      2
   72     61      2
   72     62      2
   72     63      2
   72     64      2
   72     65      2
   72     66      2
   72     67      2
   72     68      2
   72     69      2
   72     70      2
   72     71      2
   72     72      2
   72     73      2
   72     74      2
   72     75      2
   72     76      2
   72     77      2
   72     78      2
   72     79      2
   72     80      2
   72     81      2
   72     82      2
   72     83      2
   72     84      2
   72     85      2
   72     86      2
   72     87      2
   72     88      2
   72     89      2
   72     90      2
   72     91      2
   72     92      3
   72     93      3
   72     94      3
   72     95      3
   72     96      3
   72     97      3
   72     98      3
   72     99      2
   72    100      2
   73      1      1
   73      2      1
   73      3      1
   73      4      1
   73      5      1
   73      6      1
   73      7      1
   73      8      1
   73      9      1
   73     10      1
   73     11      1
   73     12      1
   73     13      1
   73     14      1
   73     15      1
   73     16      1
   73     17      1
   73     18      1
   73     19      1
   73     20      1
   73     21      1
   73     22      1
   73     23      1
   73     24      1
   73     25      1
   73     26      1
   73     27      1
   73     28      1
   73     29      1
   73     30      1
   73     31      1
   73     32      1
   73     33      1
   73     34      2
   73     35      2
   73     36      2
   73     37      2
   73     38      2
   73     39      2
   73     40      2
   73     41      2
   73     42      2
   73     43      2
   73     44      2
   73     45      2
   73     46      2
   73     47      2
   73     48      2
   73     49      2
   73     50      2
   73     51      2
   73     52      2
   73     53      2
   73     54      2
   73     55      2
   73     56      2
   73     57      2
   73     58      2
   73     59      2
   73     60      2
   73     61      2
   73     62      2
   73     63      2
   73     64      2
   73     65      2
   73     66      2
   73     67      2
   73     68      2
   73     69      2
   73     70      2
   73     71      2
   73     72      2
   73     73      2
   73     74      2
   73     75      2
   73     76      2
   73     77      2
   73     78      2
   73     79      2
   73     80      2
   73     81      2
   73     82      2
   73     83      2
   73     84      2
   73     85      2
   73     86      2
   73     87      2
   73     88      2
   73     89      2
   73     90      2
   73     91      2
   73     92      3
   73     93      3
   73     94      3
   73     95      3
   73     96      3
   73     97      3
   73     98      2
   73     99      2
   73    100      2
   74      1      1
   74      2      1
   74      3      1
   74      4      1
   74      5      1
   74      6      1
   74      7      1
   74      8      1
   74      9      1
   74     10      1
   74     11      1
   74     12      1
   74     13      1
   74     14      1
   74     15      1
   74     16      1
   74     17      1
   74     18      1
   74     19      1
   74     20      1
   74     21      1
   74     22      1
   74     23      1
   74     24      1
   74     25      1
   74     26      1
   74     27      1
   74     28      1
   74     29      1
   74     30      1
   74     31      1
   74     32      1
   74     33      1
   74     34      2
   74     35      2
   74     36      2
   74     37      2
   74     38      2
   74     39      2
   74     40      2
   74     41      2
   74     42      2
   74     43      2
   74     44      2
   74     45      2
   74     46      2
   74     47      2
   74     48      2
   74     49      2
